id,name,article_length,versions,editors,inbound_links
672,Bob Wielinga,691,39,26,8
673,Bob Wilkinson,338,10,7,17
674,Bob Williams (quarterback),1228,55,33,298
675,Bobbie Heine Miller,4145,139,36,89
676,Bobby Breen,7215,147,82,53
677,Bobby Carroll,1866,51,19,24
678,Bobby Chacon,7197,199,134,87
679,Bobby Curtola,3055,171,90,48
680,Bobby Hutcherson,10095,321,129,365
681,Bobby Johns,505,55,35,80
682,Bobby McIlvenny,301,29,21,13
683,Bobby Wanzer,2028,100,58,441
684,Bodil Malmsten,1310,69,43,40
685,Bogdan Denitch,4758,56,33,36
686,Bogdan Ulmu,145,10,5,7
687,Bogusław Kaczyński,861,66,43,22
688,Bohumil Kubát,246,14,9,9
689,Bohuslav Kokotek,286,9,5,5
690,Bojja Tharakam,1919,74,17,4
691,Bommi Baumann,3351,57,38,21
692,Boniface Choi Ki-San,394,1,1,5
693,Bonnie Brown (musician),1582,108,56,26
694,Bonnie Law,1054,5,4,9
695,Bořek Šípek,693,55,35,26
696,Børge Bach,204,1,1,8
697,Boris Hybner,194,7,6,8
698,Boris Schnaiderman,1937,46,30,13
699,Boris Trakhtenbrot,897,107,55,38
700,Boualem Bessaïh,1952,23,17,6
701,Boy-Boy Mosia,1312,63,35,11
702,Boyce F. Martin Jr.,12383,110,60,47
703,Brad Fuller (composer),1647,11,10,8
704,Brad Kent,3372,57,40,30
705,Brahim Chergui,551,10,9,4
706,Brahim Zniber,3123,74,9,17
707,Braj Kachru,4547,141,76,37
708,Bram Goldsmith,3705,46,14,9
709,Brandon Astor Jones,1645,33,15,7
710,Brandon Grove,2562,51,30,24
711,Braulio Manuel Fernández,479,12,10,127
712,Brenda Banks,1403,25,12,13
713,Brenda Naylor,440,7,2,4
714,Brendan Healy (comedian),1841,45,26,16
715,Brendan Sloan,2489,6,4,19
716,Brett Smiley,1093,107,62,23
717,Brian Asawa,7249,145,65,28
718,Brian Barnett Duff,1648,38,22,23
719,Brian Bedford,2569,293,152,223
720,Brian Johns (businessman),2692,25,11,49
721,Brian Johnson (rugby league),2299,60,19,36
722,Brian Key,747,36,18,14
723,Brian Reidy,824,4,4,13
724,Brian Rix,24784,459,173,132
725,Brian Roberts (Australian rules footballer),457,56,40,98
726,Brian Robinson (chemist),2528,6,2,5
727,Brian White (British politician),1785,86,50,22
728,Brian Wildsmith,3681,64,32,19
729,Brock Pemberton,1733,72,41,104
730,Bruce Burrell,1505,83,38,18
731,Bruce Lacey,3175,88,57,30
732,Bruce Mansfield,3677,205,95,47
733,Bruno Agostinelli,100,14,8,14
734,Bruno Bonaldi,402,18,12,31
735,Bruno Poromaa,247,3,1,4
736,Bruno Zuppiger,1316,30,23,22
737,Bryan Clauson,7083,292,134,141
738,Bryan Clutterbuck,619,50,34,12
739,Bryan Edwards (footballer),1756,54,36,74
740,"Bryan Robinson (American football, born 1974)",1227,103,67,36
741,Bryan Wiedmeier,2937,70,37,29
742,Bryce Dejean-Jones,6265,294,124,63
743,Bryce Jordan,596,72,35,57
744,Bryce Rohde,822,28,20,24
745,Buck Kartalian,524,9,6,17
746,Bud Beardmore,4756,48,24,54
747,Bud Collins,4272,209,128,199
748,Bud Gregory,2067,47,34,31
749,Bud Spencer,6937,690,421,220
750,Bud Webster,4271,87,54,26
751,Buddy Ryan,9970,709,392,386
752,Budi Anduk,401,14,6,1
753,Bukky Ajayi,989,21,9,14
754,Bülent Eken,627,79,55,111
755,Bur’i Mohamed Hamza,2924,59,14,13
756,Burhanettin Bigalı,433,9,6,8
757,Burt Kwouk,4248,612,358,196
758,Burt Nodella,401,24,17,12
759,Buster Cooper,992,49,31,252
760,Buzzy Wilkinson,1219,22,14,16
761,C. L. Blast,956,16,10,7
762,C. Martin Croker,2693,217,92,106
763,C. Michael Harper,633,32,28,13
764,C. V. Subramanian,8468,8,5,182
765,C. Welborn Daniel,874,22,6,5
766,C.-H. Hermansson,934,89,57,64
767,Cabot Lyford,6165,13,6,13
768,Cadalack Ron,1138,15,10,4
769,Caesar Belser,656,69,43,84
770,Camille Dagenais,474,39,28,16
771,Camille DesRosiers,440,10,5,4
772,Candy Ruff,772,30,19,7
773,Candye Kane,6916,296,157,72
774,Cara McCollum,2444,141,42,43
775,Carillo Gritti,231,5,4,5
776,Carina Jaarnek,1631,93,31,56
777,Carl E. Wang,875,22,16,8
778,Carl Falck,2645,50,29,15
779,Carl Fredrik Reuterswärd,881,52,38,35
780,Carl Haas,3147,126,75,100
781,Carl M. Vogel,1138,45,33,15
782,Carl Miles,294,36,25,16
783,Carl Nordling,244,28,18,9
784,Carla Lane,4139,280,139,98
785,Carlo Azeglio Ciampi,3965,544,313,470
786,Carlo Mastrangelo,5587,101,45,38
787,Carlo Monti,564,71,41,90
788,Carlos Bulgheroni,3706,45,30,19
789,Carlos Cámara,700,30,14,28
790,Carlos García y García,872,7,4,7
791,Carlos Gorostiza,6552,57,32,34
792,Carlos Loyzaga,4822,305,110,128
793,Carlos Milcíades Villalba Aquino,272,3,2,4
794,Carlos Morocho Hernández,1757,59,44,29
795,Carlos Nine,963,15,6,7
796,Carlos Quintero Arce,760,44,26,11
797,Carmelau Monestime,2383,5,4,5
798,Carmelo Morelos,827,12,7,8
799,Carmen Hernández,605,34,24,12
800,Carmen Pereira,2702,77,55,35
801,Carole Switala,426,7,7,6
802,Carolyn D. Wright,4628,190,85,87
803,Carolyn Denning,2599,20,14,4
804,Carolyn See,4727,154,48,45
805,Carolyn Squires,932,41,21,13
806,Cary Blanchard,560,62,40,52
807,Cassandra Butts,6112,132,78,23
808,Cauby Peixoto,6778,220,44,18
809,Cayetano Paderanga Jr.,4463,213,59,81
810,Cecil Hechanova,2047,25,5,3
811,"Cecil Parkinson,  Baron Parkinson",7178,2,2,3
812,Cedric McKinnon,252,13,6,38
813,Cedric Ritchie,763,42,25,11
814,Cedric Robinson,2203,50,37,17
815,Celso Peçanha,2871,8,5,17
816,Cesare Gelli,587,2,2,6
817,Cezary Wodziński,2827,24,16,12
818,Chad Brown (American football official),2221,63,34,25
819,Chaim Avrohom Horowitz,1549,27,15,10
820,Chamsulvara Chamsulvarayev,450,41,30,23
821,Chang Yung-fa,2781,148,82,21
822,Charles Bawden,679,69,30,20
823,Charles Bilezikian,1572,3,3,5
824,Charles Brading,591,24,20,17
825,Charles C. Campbell,30,2,1,6
826,Charles Caldwell Ryrie,2751,113,78,83
827,Charles Chaynes,1561,20,14,25
828,Charles Congden Carpenter,4126,26,12,9
829,Charles Davis (saxophonist),7354,95,41,142
830,Charles Garabedian,2181,68,46,26
831,Charles Gatewood,5931,63,28,20
832,Charles H. Henry,5260,84,36,17
833,Charles Hirsch,4818,68,31,30
834,Charles J. Pilliod Jr.,2781,55,35,73
835,Charles Kaufman (educator),1370,4,2,7
836,Charles R. Stelck,2147,49,21,20
837,Charles Schultze,2378,86,64,232
838,Charles Thomas (historian),5186,190,47,68
839,Charles Thompson (jazz),2260,104,58,56
840,Charles Toubé,261,44,32,47
841,Charles Utete,934,10,5,2
842,Charles Wilson (rugby player),3600,1,1,28
843,Charles Z. Smith,5022,33,11,11
844,Charles-Émile Loo,248,10,4,9
845,Charlie Beamon,1206,36,25,21
846,Charlie Hodge (ice hockey),2879,159,77,82
847,Charlie Sands (baseball),948,37,28,62
848,Charlie Tuna,5441,254,164,60
849,Charmian Carr,3306,233,158,58
850,Charti Lal Goel,446,13,10,8
851,Chayito Valdez,1725,126,70,15
852,Chen Jinhua,1015,12,10,134
853,Chen Nengkuan,1082,12,5,146
854,Chen Shilu,1611,12,6,40
855,Chen Zhongshi,1105,69,40,65
856,Cheng Yu-tung,2048,100,55,39
857,Chennamaneni Rajeshwara Rao,337,23,15,6
858,Cherussery Zainuddeen Musliyar,1626,66,35,18
859,Cherylene Lee,824,36,26,14
860,Chiaki Morosawa,996,28,23,20
861,Chico Fernández,2241,70,36,49
862,Chief Zee,2597,150,92,199
863,Chip Hooper,400,60,35,180
864,Chips Moman,5067,176,101,283
865,Chiyonofuji Mitsugu,12482,359,137,153
866,Choo-Choo Coleman,2236,102,63,49
867,Chor Yeok Eng,1052,37,19,12
868,Chow Lien-hwa,275,18,9,2
869,Chris Amon,23772,491,203,664
870,Chris Costner Sizemore,2396,164,97,38
871,Chris Kenny (boxing trainer),432,7,5,5
872,Chris Mitchell (Scottish footballer),4537,233,91,62
873,Chris Parkinson (broadcaster),2078,8,7,5
874,Chris Warren (musician),2793,282,158,52
875,Christer Ericsson,1272,41,12,16
876,Christian Berg-Nielsen,428,5,3,3
877,Christina Grimmie,13616,2832,1124,538
878,Christine Jackson (cellist),985,8,3,8
879,Christine Lawrence Finney,578,12,7,4
880,Christine Picavet,489,23,12,22
881,Christopher Armishaw,679,20,19,11
882,Christopher Rush,1093,83,68,20
883,Christy O'Connor Jnr,1967,158,59,139
884,Christy O'Connor Snr,4307,168,53,155
885,Chu Qing,1248,47,25,11
886,Chuck Curtis,4055,46,36,56
887,Chuck Pitcock,611,38,23,16
888,Chuck Waseleski,1083,7,5,5
889,Chus Lampreave,395,93,58,146
890,Cicely Mayhew,1479,33,11,16
891,Cielito del Mundo,837,26,17,14
892,Cindy Nicholas,1900,87,50,28
893,Cinna Lomnitz,1311,39,16,11
894,Ciriaco Cañete,4591,137,82,44
895,Clarence Brooks,193,6,5,109
896,Clarence Clifton Young,667,57,34,78
897,Clarence D. Rappleyea Jr.,1088,18,12,23
898,Clarence James,745,9,4,6
899,Clarence Makwetu,1924,14,5,11
900,Claude Confortès,241,18,13,21
901,Claude Estier,3120,36,13,11
902,Claude Jeancolas,3959,44,24,24
903,Claude Le Ber,188,10,7,7
904,Claude Lefebvre,31,11,5,4
905,Claude Parent,912,46,28,16
906,Claude Williamson,1349,73,33,54
907,Claude-Jean Philippe,283,7,4,9
908,Claudine K. Brown,2582,43,14,16
909,Claudio Olinto de Carvalho,225,32,26,36
910,Cliff Michelmore,3744,180,110,77
911,Clifford Curry,1318,58,29,16
912,Clifford S. Perlman,6120,81,45,25
913,Clifford Vaughs,4204,31,15,5577
914,Clifton C. Garvin,2184,67,36,17
915,Clodomir Santos de Morais,17609,689,37,26
916,Clovis Maksoud,8900,19,9,5
917,Clyde Lovellette,3218,198,108,756
918,Clyde Mashore,2091,46,28,26
919,Coca Crystal,1952,41,9,13
920,Coe Swobe,315,30,9,4
921,Colin Butler (entomologist),327,13,10,16
922,Colin Knight (educationalist),2473,13,10,8
923,Colin Low (filmmaker),2946,166,49,78
924,Colin O'Brien (photographer),419,24,4,8
925,Colleen O'Connor,367,50,35,91
926,Concepcion Picciotto,2399,224,110,50
927,Connie Crothers,964,82,44,24
928,Connie Mhone,126,16,7,8
929,Conrad K. Cyr,1537,63,39,34
930,Conrad Phillips,2350,106,58,61
931,Conrad Prebys,5378,41,23,7
932,Conrad Santos,3242,85,42,50
933,Constance Beresford-Howe,824,28,17,14
934,Constance Glube,1836,67,38,34
935,Constantijn Kortmann,2155,42,28,14
936,Constantin Mihail,336,9,4,10
937,Cornel Patrichi,109,10,5,10
938,Cornelis Zitman,3529,78,42,16
939,Corrado Farina,221,50,32,31
940,Corry Brokken,2148,123,94,439
941,Cory Taylor,845,28,10,14
942,Cox Habbema,223,21,16,19
943,Coy Wayne Wesbrook,2645,138,57,22
944,Craig Windham,855,46,27,127
945,Craven C. Rogers Jr.,4384,15,7,2
946,Cristian Moisescu,189,7,2,5
947,Cristiana Corsi,2528,19,11,14
948,Curley Johnson,554,47,34,117
949,Curt Hofstad,517,26,11,4
950,Curtis Hanson,3343,286,181,522
951,Curtis Hertel,728,27,17,60
952,Curtis Roosevelt,3882,140,82,198
953,Cynthia Cooke,3108,30,12,23
954,Cynthia Szigeti,4075,8,6,11
955,Cyril C. Perera,527,34,12,4
956,Cyril Edel Leonoff,7699,48,26,63
957,D. B. Nihalsinghe,8334,123,67,32
958,D. G. Jones,1263,72,36,30
959,D. J. Cameron,713,24,12,17
960,Daan Myngheer,195,14,12,18
961,Daasebre Gyamenah,1042,46,18,9
962,Dabney Montgomery,610,15,8,4
963,Dag Gundersen,422,11,10,13
964,Dagfinn Gedde-Dahl,323,4,3,4
965,Dai Dower,3984,74,42,32
966,Dale Bumpers,12829,310,177,277
967,Dale Griffin,2197,145,95,121
968,Dalian Atkinson,4437,472,245,148
969,Dalmiro Sáenz,5844,22,18,17
970,Dalpat Singh Paraste,422,42,32,44
971,Grace Hollander,1953,4,3,8
972,Leonie Kramer,5169,135,62,99
973,Margaret Anstee,5461,115,51,36
974,Marion Kettlewell,216,6,6,11
975,Zaha Hadid,12517,1355,750,622
976,Dan Daniel (radio personality),2432,92,48,18
977,Dan Dryden,794,34,11,8
978,Dan Gerson,5404,167,79,49
979,Dan Haggerty,5068,487,268,102
980,Dan Hicks (singer),4354,211,123,115
981,Dan Ireland,4836,90,47,42
982,Daniel Aaron,1798,80,56,43
983,Daniel Berrigan,9305,801,368,437
984,Daniel Joseph Bohan,516,41,34,20
985,Daniel Willems,202,54,38,47
986,Daniela Dessì,1613,142,72,45
987,Danny Kopec,1410,137,77,31
988,Danny Nettey,1806,60,19,18
989,Danny Nykoluk,646,57,24,152
990,Danus Skene,2382,19,11,20
991,Daphne Ceeney,3585,73,19,54
992,Darell Koons,2739,54,30,13
993,Darko Grubor,120,20,7,8
994,Darlene Jones,535,33,20,9
995,Darrell Hogan,512,12,6,11
996,Darrell Ward,578,31,11,7
997,Darren Seals,2928,123,28,11
998,Darryl Hunt,4573,197,121,27
